time_s,pos,setpoint,error,p_term,i_term,d_term,pid_out,velocity,motor_pos,kp,ki,kd,deadband,lead_ms,lag_ms,integral_accum,ball_px_x,ball_px_y,ball_radius,auto,integral_on,leadlag_on
207.2636,0.4294,0.8000,-0.3706,-370.59,-50.00,-1186.03,-1606.6,-15.7,8764.7,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,274,236,23,1,1,1
207.3331,0.4181,0.8000,-0.3819,-381.90,-50.00,-950.11,-1382.0,-390.9,8737.6,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,267,236,23,1,1,1
207.3960,0.4116,0.8000,-0.3884,-388.39,-50.00,-600.78,-1039.2,-1103.1,8668.2,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,263,237,22,1,1,1
207.4638,0.4070,0.8000,-0.3930,-392.97,-50.00,-393.57,-836.5,-1307.0,8579.6,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,260,237,21,1,1,1
207.5276,0.4054,0.8000,-0.3946,-394.58,-50.00,-146.96,-591.5,-1642.2,8474.9,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,259,237,21,1,1,1
207.5963,0.4065,0.8000,-0.3935,-393.45,-50.00,95.31,-348.1,-1954.5,8340.4,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,260,237,21,1,1,1
207.6641,0.4107,0.8000,-0.3893,-389.28,-50.00,358.52,-80.8,-2327.6,8182.7,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,262,238,22,1,1,1
207.7295,0.4164,0.8000,-0.3836,-383.59,-50.00,507.25,73.7,-2329.3,8030.4,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,266,239,22,1,1,1
207.7962,0.4247,0.8000,-0.3753,-375.34,-50.00,721.32,296.0,-2571.9,7858.9,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,271,237,23,1,1,1
207.8596,0.4369,0.8000,-0.3631,-363.05,-50.00,1129.77,716.7,-3426.0,7641.7,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,279,238,22,1,1,1
207.9282,0.4500,0.8000,-0.3500,-350.02,-50.00,1107.44,707.4,-2860.2,7445.4,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,287,239,23,1,1,1
207.9955,0.4640,0.8000,-0.3360,-335.96,-50.00,1218.11,832.2,-2820.4,7255.6,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,296,239,22,1,1,1
208.0601,0.4811,0.8000,-0.3189,-318.93,-50.00,1537.57,1168.6,-3470.2,7031.5,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,307,240,23,1,1,1
208.1280,0.4992,0.8000,-0.3008,-300.78,-50.00,1557.11,1206.3,-3130.9,6818.8,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,319,240,23,1,1,1
208.1919,0.5194,0.8000,-0.2806,-280.63,-50.00,1837.46,1506.8,-3681.6,6583.4,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,332,240,24,1,1,1
208.2596,0.5403,0.8000,-0.2597,-259.72,-50.00,1802.33,1492.6,-3206.5,6366.5,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,345,240,24,1,1,1
208.3282,0.5617,0.8000,-0.2383,-238.28,-50.00,1821.14,1532.9,-2991.7,6161.2,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,359,240,24,1,1,1
208.3918,0.5826,0.8000,-0.2174,-217.44,-50.00,1910.24,1642.8,-3043.6,5967.6,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,372,240,24,1,1,1
208.4604,0.6022,0.8000,-0.1978,-197.79,-50.00,1670.91,1423.1,-2084.5,5824.7,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,385,242,25,1,1,1
208.5239,0.6219,0.8000,-0.1781,-178.13,-50.00,1805.27,1577.1,-2431.2,5670.3,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,398,240,24,1,1,1
208.5917,0.6422,0.8000,-0.1578,-157.78,-50.00,1750.32,1542.5,-2154.6,5524.3,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,411,239,24,1,1,1
208.6559,0.6613,0.8000,-0.1387,-138.69,-50.00,1731.78,1543.1,-2035.0,5393.6,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,423,240,24,1,1,1
208.7236,0.6784,0.8000,-0.1216,-121.60,-50.00,1473.18,1301.6,-1188.3,5313.2,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,434,238,24,1,1,1
208.7917,0.6953,0.8000,-0.1047,-104.69,-50.00,1446.88,1292.2,-1181.6,5232.6,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,445,237,24,1,1,1
208.8564,0.7117,0.8000,-0.0883,-88.28,-50.00,1480.33,1342.0,-1358.2,5144.8,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,455,238,24,1,1,1
208.9245,0.7266,0.8000,-0.0734,-73.44,-50.00,1270.80,1147.4,-751.1,5093.7,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,465,238,24,1,1,1
208.9877,0.7397,0.8000,-0.0603,-60.31,-50.00,1209.66,1099.4,-680.7,5050.6,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,473,237,23,1,1,1
209.0562,0.7511,0.8000,-0.0489,-48.95,-50.00,967.87,868.9,-48.8,5047.3,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,480,236,23,1,1,1
209.1266,0.7611,0.8000,-0.0389,-38.94,-50.00,828.14,739.2,191.0,5060.7,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,487,237,23,1,1,1
209.1877,0.7688,0.8000,-0.0312,-31.24,-50.00,735.07,653.8,271.5,5077.3,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,492,236,23,1,1,1
209.2557,0.7752,0.8000,-0.0248,-24.84,-50.00,547.75,472.9,649.3,5121.5,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,496,236,23,1,1,1
209.3197,0.7790,0.8000,-0.0210,-20.95,-50.00,354.03,283.1,1015.8,5186.5,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,498,236,22,1,1,1
209.3882,0.7807,0.8000,-0.0193,-19.28,-50.00,142.84,73.6,1408.3,5283.0,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,499,236,22,1,1,1
209.4561,0.7821,0.8000,-0.0179,-17.86,-50.00,121.32,53.5,1177.0,5362.9,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,500,237,22,1,1,1
209.5201,0.7812,0.8000,-0.0188,-18.75,-50.00,-80.77,-149.5,1562.7,5462.8,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,500,237,22,1,1,1
209.5882,0.7802,0.8000,-0.0198,-19.77,-50.00,-87.07,-156.8,1305.3,5551.7,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,499,238,22,1,1,1
209.6521,0.7769,0.8000,-0.0231,-23.14,-50.00,-307.33,-380.5,1771.4,5665.0,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,497,238,22,1,1,1
209.7205,0.7727,0.8000,-0.0273,-27.34,-50.00,-358.46,-435.8,1667.4,5779.1,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,494,238,22,1,1,1
209.7879,0.7666,0.8000,-0.0334,-33.40,-50.00,-523.78,-607.2,1955.0,5910.9,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,490,239,23,1,1,1
209.8521,0.7610,0.8000,-0.0390,-38.96,-50.00,-504.90,-593.9,1646.5,6016.5,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,487,240,23,1,1,1
209.9200,0.7548,0.8000,-0.0452,-45.22,-50.00,-538.06,-633.3,1560.1,6122.4,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,483,240,23,1,1,1
209.9873,0.7477,0.8000,-0.0523,-52.34,-50.00,-617.38,-719.7,1644.6,6233.1,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,478,241,23,1,1,1
210.0525,0.7406,0.8000,-0.0594,-59.36,-50.00,-626.24,-735.6,1510.5,6331.6,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,474,242,23,1,1,1
210.1204,0.7333,0.8000,-0.0667,-66.72,-50.00,-632.27,-749.0,1398.5,6426.5,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,469,243,23,1,1,1
210.1841,0.7258,0.8000,-0.0742,-74.22,-50.00,-686.41,-810.6,1461.0,6519.6,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,464,242,22,1,1,1
210.2521,0.7195,0.8000,-0.0805,-80.47,-50.00,-535.61,-666.1,883.7,6579.7,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,460,243,22,1,1,1
210.3165,0.7130,0.8000,-0.0870,-86.97,-50.00,-590.68,-727.7,1031.5,6646.1,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,456,243,22,1,1,1
210.3842,0.7070,0.8000,-0.0930,-92.97,-50.00,-514.77,-657.7,754.4,6697.2,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,452,243,22,1,1,1
210.4524,0.7019,0.8000,-0.0981,-98.13,-50.00,-441.62,-589.8,524.4,6733.0,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,449,244,22,1,1,1
210.5161,0.6973,0.8000,-0.1027,-102.72,-50.00,-420.02,-572.7,484.5,6763.8,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,446,244,22,1,1,1
210.5842,0.6933,0.8000,-0.1067,-106.69,-50.00,-339.88,-496.6,265.8,6781.9,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,443,245,22,1,1,1
210.6486,0.6900,0.8000,-0.1100,-109.99,-50.00,-298.42,-458.4,193.1,6794.3,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,441,244,22,1,1,1
210.7163,0.6875,0.8000,-0.1125,-112.55,-50.00,-220.73,-383.3,12.7,6795.2,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,439,245,22,1,1,1
210.7842,0.6858,0.8000,-0.1142,-114.24,-50.00,-144.69,-308.9,-144.5,6785.4,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,438,244,22,1,1,1
210.8481,0.6851,0.8000,-0.1149,-114.90,-50.00,-60.51,-225.4,-313.8,6765.3,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,438,244,22,1,1,1
210.9159,0.6851,0.8000,-0.1149,-114.94,-50.00,-3.42,-168.4,-383.9,6739.3,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,438,245,22,1,1,1
210.9803,0.6845,0.8000,-0.1155,-115.52,-50.00,-52.24,-217.8,-121.2,6731.5,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,438,244,22,1,1,1
211.0477,0.6855,0.8000,-0.1145,-114.54,-50.00,84.78,-79.8,-482.1,6699.0,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,438,244,22,1,1,1
211.1118,0.6865,0.8000,-0.1135,-113.46,-50.00,97.64,-65.8,-414.0,6672.5,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,439,244,22,1,1,1
211.1802,0.6882,0.8000,-0.1118,-111.85,-50.00,137.77,-24.1,-448.4,6641.8,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,440,244,22,1,1,1
211.2478,0.6904,0.8000,-0.1096,-109.59,-50.00,194.64,35.1,-538.2,6605.4,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,441,244,22,1,1,1
211.3116,0.6932,0.8000,-0.1068,-106.82,-50.00,253.18,96.4,-628.6,6565.3,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,443,244,22,1,1,1
211.3803,0.6963,0.8000,-0.1037,-103.71,-50.00,264.11,110.4,-566.7,6526.4,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,445,244,22,1,1,1
211.4440,0.6995,0.8000,-0.1005,-100.54,-50.00,289.36,138.8,-564.4,6490.4,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,447,244,22,1,1,1
211.5121,0.7029,0.8000,-0.0971,-97.08,-50.00,296.52,149.4,-513.0,6455.5,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,449,243,22,1,1,1
211.5800,0.7072,0.8000,-0.0928,-92.83,-50.00,364.80,222.0,-665.9,6410.3,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,452,244,22,1,1,1
211.6445,0.7117,0.8000,-0.0883,-88.28,-50.00,411.74,273.5,-737.7,6362.7,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,455,244,22,1,1,1
211.7126,0.7155,0.8000,-0.0845,-84.51,-50.00,323.05,188.5,-382.3,6336.7,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,457,242,22,1,1,1
211.7790,0.7212,0.8000,-0.0788,-78.84,-50.00,497.33,368.5,-902.1,6276.7,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,461,244,22,1,1,1
211.8440,0.7258,0.8000,-0.0742,-74.22,-50.00,414.24,290.0,-552.9,6240.8,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,464,243,22,1,1,1
211.9121,0.7305,0.8000,-0.0695,-69.53,-50.00,401.31,281.8,-475.2,6208.4,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,467,243,22,1,1,1
211.9756,0.7350,0.8000,-0.0650,-64.97,-50.00,419.30,304.3,-506.9,6176.3,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,470,243,22,1,1,1
212.0443,0.7401,0.8000,-0.0599,-59.89,-50.00,430.64,320.7,-517.6,6140.7,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,473,242,22,1,1,1
212.1084,0.7445,0.8000,-0.0555,-55.47,-50.00,402.28,296.8,-404.4,6114.8,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,476,242,22,1,1,1
212.1761,0.7491,0.8000,-0.0509,-50.89,-50.00,394.46,293.6,-373.0,6089.5,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,479,242,22,1,1,1
212.2438,0.7538,0.8000,-0.0462,-46.23,-50.00,400.50,304.3,-390.4,6063.1,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,482,242,22,1,1,1
212.3085,0.7571,0.8000,-0.0429,-42.89,-50.00,302.02,209.1,-78.2,6058.0,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,484,241,22,1,1,1
212.3762,0.7610,0.8000,-0.0390,-38.99,-50.00,335.25,246.3,-219.4,6043.2,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,487,242,22,1,1,1
212.4400,0.7635,0.8000,-0.0365,-36.46,-50.00,231.61,145.1,89.0,6048.8,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,488,242,22,1,1,1
212.5081,0.7661,0.8000,-0.0339,-33.91,-50.00,218.07,134.2,76.7,6054.1,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,490,242,22,1,1,1
212.5762,0.7680,0.8000,-0.0320,-32.03,-50.00,160.72,78.7,207.0,6068.1,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,491,242,22,1,1,1
212.6399,0.7689,0.8000,-0.0311,-31.09,-50.00,86.16,5.1,378.7,6092.3,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,492,242,22,1,1,1
212.7084,0.7703,0.8000,-0.0297,-29.69,-50.00,119.30,39.6,195.5,6105.7,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,493,242,22,1,1,1
212.7724,0.7706,0.8000,-0.0294,-29.38,-50.00,28.18,-51.2,430.6,6133.2,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,493,242,22,1,1,1
212.8400,0.7702,0.8000,-0.0298,-29.84,-50.00,-39.46,-119.3,566.6,6171.5,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,492,243,22,1,1,1
212.9075,0.7687,0.8000,-0.0313,-31.31,-50.00,-126.83,-208.1,753.6,6222.4,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,491,242,22,1,1,1
212.9720,0.7682,0.8000,-0.0318,-31.79,-50.00,-44.02,-125.8,390.1,6247.5,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,491,243,22,1,1,1
213.0399,0.7675,0.8000,-0.0325,-32.50,-50.00,-61.10,-143.6,392.9,6274.2,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,491,243,22,1,1,1
213.1036,0.7665,0.8000,-0.0335,-33.49,-50.00,-90.43,-173.9,437.5,6302.1,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,490,243,22,1,1,1
213.1739,0.7650,0.8000,-0.0350,-35.02,-50.00,-127.02,-212.0,503.5,6337.5,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,489,243,22,1,1,1
213.2356,0.7644,0.8000,-0.0356,-35.59,-50.00,-53.73,-139.3,220.2,6351.1,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,489,244,22,1,1,1
213.3048,0.7637,0.8000,-0.0363,-36.30,-50.00,-59.49,-145.8,224.2,6366.6,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,488,243,22,1,1,1
213.3727,0.7629,0.8000,-0.0371,-37.11,-50.00,-70.14,-157.2,244.2,6383.2,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,488,243,22,1,1,1
213.4367,0.7622,0.8000,-0.0378,-37.78,-50.00,-60.94,-148.7,200.5,6396.0,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,487,244,22,1,1,1
213.5044,0.7612,0.8000,-0.0388,-38.75,-50.00,-83.49,-172.2,263.2,6413.8,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,487,244,22,1,1,1
213.5687,0.7597,0.8000,-0.0403,-40.26,-50.00,-136.89,-227.2,415.5,6440.5,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,486,243,22,1,1,1
213.6362,0.7586,0.8000,-0.0414,-41.41,-50.00,-98.72,-190.1,263.3,6458.3,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,485,244,22,1,1,1
213.7040,0.7575,0.8000,-0.0425,-42.50,-50.00,-93.86,-186.4,237.1,6474.4,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,484,244,22,1,1,1
213.7687,0.7563,0.8000,-0.0437,-43.66,-50.00,-104.83,-198.5,264.7,6491.5,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,484,244,22,1,1,1
213.8363,0.7555,0.8000,-0.0445,-44.53,-50.00,-75.09,-169.6,162.0,6502.5,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,483,244,22,1,1,1
213.9001,0.7548,0.8000,-0.0452,-45.19,-50.00,-60.08,-155.3,119.0,6510.1,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,483,244,22,1,1,1
213.9684,0.7539,0.8000,-0.0461,-46.09,-50.00,-77.38,-173.5,182.7,6522.5,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,482,244,22,1,1,1
214.0359,0.7545,0.8000,-0.0455,-45.54,-50.00,48.10,-47.4,-210.1,6508.3,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,482,244,22,1,1,1
214.0999,0.7550,0.8000,-0.0450,-45.00,-50.00,48.54,-46.5,-162.1,6498.0,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,483,244,22,1,1,1
214.1683,0.7555,0.8000,-0.0445,-44.53,-50.00,40.24,-54.3,-96.5,6491.4,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,483,244,22,1,1,1
214.2320,0.7563,0.8000,-0.0437,-43.69,-50.00,76.99,-16.7,-183.2,6479.7,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,484,244,22,1,1,1
214.3000,0.7570,0.8000,-0.0430,-42.97,-50.00,61.74,-31.2,-98.5,6473.0,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,484,244,22,1,1,1
214.3682,0.7580,0.8000,-0.0420,-42.02,-50.00,81.31,-10.7,-136.5,6463.7,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,485,244,22,1,1,1
214.4321,0.7590,0.8000,-0.0410,-40.98,-50.00,95.04,4.1,-153.1,6453.9,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,485,244,22,1,1,1
214.5001,0.7597,0.8000,-0.0403,-40.31,-50.00,57.12,-33.2,-8.0,6453.3,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,486,244,22,1,1,1
214.5647,0.7611,0.8000,-0.0389,-38.94,-50.00,124.08,35.1,-211.8,6439.7,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,487,244,22,1,1,1
214.6325,0.7620,0.8000,-0.0380,-37.96,-50.00,83.89,-4.1,-55.2,6435.9,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,487,244,22,1,1,1
214.7001,0.7627,0.8000,-0.0373,-37.32,-50.00,54.93,-32.4,44.5,6438.9,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,488,244,22,1,1,1
214.7641,0.7629,0.8000,-0.0371,-37.07,-50.00,22.84,-64.2,140.8,6448.0,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,488,244,22,1,1,1
214.8325,0.7627,0.8000,-0.0373,-37.35,-50.00,-23.26,-110.6,269.5,6466.4,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,488,244,22,1,1,1
214.8965,0.7620,0.8000,-0.0380,-38.02,-50.00,-61.75,-149.8,359.5,6489.4,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,487,244,22,1,1,1
214.9644,0.7615,0.8000,-0.0385,-38.52,-50.00,-42.36,-130.9,259.3,6507.0,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,487,245,22,1,1,1
215.0322,0.7607,0.8000,-0.0393,-39.35,-50.00,-71.19,-160.5,325.9,6529.1,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,486,244,22,1,1,1
215.0962,0.7594,0.8000,-0.0406,-40.63,-50.00,-116.42,-207.0,437.4,6557.1,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,486,244,22,1,1,1
215.1646,0.7590,0.8000,-0.0410,-41.04,-50.00,-35.76,-126.8,142.8,6566.9,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,485,244,22,1,1,1
215.2284,0.7589,0.8000,-0.0411,-41.07,-50.00,-2.34,-93.4,36.0,6569.2,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,485,245,22,1,1,1
215.2964,0.7591,0.8000,-0.0409,-40.90,-50.00,14.47,-76.4,-5.2,6568.8,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,485,244,22,1,1,1
215.3600,0.7597,0.8000,-0.0403,-40.34,-50.00,51.23,-39.1,-104.8,6562.1,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,486,245,22,1,1,1
215.4279,0.7609,0.8000,-0.0391,-39.06,-50.00,109.89,20.8,-262.2,6544.3,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,487,246,22,1,1,1
215.4964,0.7617,0.8000,-0.0383,-38.28,-50.00,66.46,-21.8,-82.1,6538.7,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,487,245,22,1,1,1
215.5597,0.7623,0.8000,-0.0377,-37.67,-50.00,56.62,-31.0,-32.9,6536.6,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,487,244,22,1,1,1
215.6278,0.7631,0.8000,-0.0369,-36.92,-50.00,64.00,-22.9,-45.4,6533.5,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,488,244,22,1,1,1
215.6922,0.7638,0.8000,-0.0362,-36.25,-50.00,60.86,-25.4,-24.2,6532.0,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,488,245,22,1,1,1
215.7601,0.7642,0.8000,-0.0358,-35.83,-50.00,35.49,-50.3,63.0,6536.3,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,489,245,22,1,1,1
215.8278,0.7652,0.8000,-0.0348,-34.79,-50.00,89.46,4.7,-110.1,6528.8,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,489,244,22,1,1,1
215.8928,0.7665,0.8000,-0.0335,-33.47,-50.00,118.71,35.2,-184.1,6516.8,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,490,245,22,1,1,1
215.9607,0.7680,0.8000,-0.0320,-32.03,-50.00,123.64,41.6,-174.3,6505.0,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,491,244,22,1,1,1
216.0273,0.7701,0.8000,-0.0299,-29.95,-50.00,182.42,102.5,-336.8,6482.6,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,492,245,22,1,1,1
216.0919,0.7716,0.8000,-0.0284,-28.45,-50.00,135.32,56.9,-148.9,6473.0,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,493,244,22,1,1,1
216.1599,0.7739,0.8000,-0.0261,-26.10,-50.00,200.91,124.8,-341.4,6449.7,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,495,244,22,1,1,1
216.2238,0.7758,0.8000,-0.0242,-24.22,-50.00,171.98,97.8,-214.6,6436.0,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,496,245,22,1,1,1
216.2922,0.7774,0.8000,-0.0226,-22.56,-50.00,141.50,68.9,-102.0,6429.0,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,497,244,22,1,1,1
216.3558,0.7805,0.8000,-0.0195,-19.53,-50.00,277.43,207.9,-526.5,6395.5,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,499,245,22,1,1,1
216.4238,0.7829,0.8000,-0.0171,-17.06,-50.00,211.77,144.7,-267.4,6377.4,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,501,244,22,1,1,1
216.4931,0.7851,0.8000,-0.0149,-14.88,-50.00,183.39,118.5,-161.8,6366.2,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,502,244,22,1,1,1
216.5559,0.7875,0.8000,-0.0125,-12.50,-50.00,221.03,158.5,-277.4,6348.7,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,504,244,22,1,1,1
216.6239,0.7898,0.8000,-0.0102,-10.16,-50.00,201.25,141.1,-199.7,6335.2,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,505,244,22,1,1,1
216.6880,0.7925,0.8000,-0.0075,-7.50,-50.00,241.15,183.6,-320.1,6314.6,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,507,244,22,1,1,1
216.7565,0.7945,0.8000,-0.0055,-5.47,-50.00,173.28,117.8,-88.8,6308.6,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,508,244,22,1,1,1
216.8239,0.7966,0.8000,-0.0034,-3.45,-50.00,174.97,121.5,-106.1,6301.4,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,509,244,22,1,1,1
216.8880,0.7985,0.8000,-0.0015,-1.49,-50.00,178.07,126.6,-124.8,6293.4,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,511,244,22,1,1,1
216.9559,0.8001,0.8000,0.0001,0.08,-50.00,134.76,84.8,4.3,6293.7,1000.0,50.0,5830.0,0.0000,500,150,-0.999994,512,243,22,1,1,1
217.0204,0.8021,0.8000,0.0021,2.09,-49.99,181.72,133.8,-165.3,6283.1,1000.0,50.0,5830.0,0.0000,500,150,-0.999860,513,244,22,1,1,1
217.0885,0.8031,0.8000,0.0031,3.06,-49.98,82.95,36.0,144.3,6292.9,1000.0,50.0,5830.0,0.0000,500,150,-0.999651,513,243,22,1,1,1
217.1561,0.8043,0.8000,0.0043,4.32,-49.97,109.05,63.4,23.6,6294.5,1000.0,50.0,5830.0,0.0000,500,150,-0.999359,514,244,22,1,1,1
217.2208,0.8052,0.8000,0.0052,5.23,-49.95,81.72,37.0,88.3,6300.2,1000.0,50.0,5830.0,0.0000,500,150,-0.999021,515,243,22,1,1,1
217.2909,0.8061,0.8300,-0.0239,-23.95,-50.00,-2426.64,-2500.6,7935.3,6856.6,1000.0,50.0,5830.0,0.0000,500,150,-1.000000,515,244,22,1,1,1
